,fullName,Articles,authors,years,Journals
1112,Reza Malekzadeh M.D,Factors affecting the successful implementation of hospital information system: A preliminary pilot study of Iranian nurses,"S Rezaian, HB Salamat, R Malekzadeh, RC Yusoff, N Zare",2018,"2018 20th International Conference on Advanced Communication Technology …, 2018"
1113,Reza Malekzadeh M.D,"Burden of diarrhea in the eastern mediterranean region, 1990-2015: findings from the global burden of disease 2015 study","AH Mokdad, I Khalil, CE BCHERAOUI, R Charara, M Moradi-Lakeh, ...",2018,"International Journal of Public Health, 2018"
1114,Reza Malekzadeh M.D,"MR enterography in nonresponsive adult celiac disease: Correlation with endoscopic, pathologic, serologic, and genetic features","AR Radmard, AP Hashemi Taheri, E Salehian Nik, S Kooraki, ...",2017,"Journal of Magnetic Resonance Imaging 46 (4), 1096-1106, 2017"
1115,Reza Malekzadeh M.D,"Erratum: Global, regional, national, and selected subnational levels of stillbirths, neonatal, infant, and under-5 mortality, 1980–2015: a systematic analysis for the Global …","H Wang, ZA Bhutta, MM Coates, M Coggeshall, L Dandona, K Diallo, ...",2017,"Lancet Publishing Group, 2017"
1116,Reza Malekzadeh M.D,Health Research Governance: Introduction of a New Web-based Research Evaluation Model in Iran: One-decade Experience,"R Malekzadeh, S Akhondzadeh, A Ebadifar, MB Eftekhari, P Owlia, ...",2016,"Iranian Journal of Public Health 45 (10), 1309, 2016"
1117,Reza Malekzadeh M.D,"Global, regional, national, and selected subnational levels of stillbirths, neonatal, infant, and under-5 mortality, 1980–2015: a systematic analysis for the Global Burden of …","ZA Bhutta, MM Coates, M Coggeshall, L Dandona, K Diallo, EB Franca, ...",2016,"Lancet Publishing Group, 2016"
1118,Reza Malekzadeh M.D,Gastrointestinal: Pancreatic tuberculosis masquerading as malignancy,"M Mohamadnejad, M Sotoudeh, R Malekzadeh",2014,"Journal of Gastroenterology and Hepatology 29 (3), 418-418, 2014"
1119,Reza Malekzadeh M.D,A study on molecular diversity of Dunaliella algae species in some of Urmia Lakeâ s stations,"S Ghorbani, R Manaffar, A Taee, R Malekzadeh",2013,"Iranian Journal of Plant Biology 5 (17), 89-98, 2013"
1120,Reza Malekzadeh M.D,Risk factors for postoperative recurrence of Crohn’s disease,"S Khoshkish, K Arefi, M Charmehali, H Vahedi, R Malekzadeh",2012,"Middle East Journal of Digestive Diseases 4 (4), 199, 2012"
1121,Reza Malekzadeh M.D,A case-control study on the risk factors of IBD in 258 Iranian patients.,"H Vahedi, M Chaharmahali, S Momtahen, S Kolahdoozan, H Khademi, ...",2011,"Govaresh 16 (1), 61-67, 2011"
1122,Reza Malekzadeh M.D,The features of esophageal cancer in ardabil province: Report of a population-based cancer registry in Northwest Iran.,"F Pourfarzi, M Barak, M Babaei, G Rahimi, R Malekzadeh, A Yazdanbod",2011,"Govaresh 16 (1), 55-60, 2011"
1123,Reza Malekzadeh M.D,Prevalence of gluten-sensitive enteropathy and coeliac disease in Iran,"R Malekzadeh, MR Akbari",2007,"European journal of gastroenterology & hepatology 19 (9), 825-826, 2007"
1124,Reza Malekzadeh M.D,Gastroesophageal reflux disease in Iranian general population: The prevalence and risk factors,"A Pourshams, N Aletaha, Nouraie, Seyed mehdi, ...",2007,"Gastroenterology 132 (4), A485-A485, 2007"
1125,Reza Malekzadeh M.D,Esophageal and cardia cancers summit: report of the first meeting,"MS NASERI, R Malekzadeh",2006,"ARCHIVES OF IRANIAN MEDICINE 9 (4), 442-449, 2006"
1126,Reza Malekzadeh M.D,Interferon monotherapy in major thalassemic patients with hepatitis C infection,"F Zamani, R Shakeri, M Islam, N TAHERI, M MOHAMMADNEZHAD, ...",2005,"GOVARESH JOURNAL 10 (352), 178-182, 2005"
1127,Reza Malekzadeh M.D,Cavernous hemangioma of liver presenting with high fever and severe abdominal pain; a case report,"A Ganji, M Khatibian, A Malek-Hosseini, R Malekzadeh",2005,"Govaresh 10 (3), 150-152, 2005"
1128,Reza Malekzadeh M.D,Human papillomavirus in squamous cell carcinoma of esophagus in a high-risk population,"Z TahmasebiFard, M FarhadiLangroody, R Malekzadeh, S Merat, ...",2004,"Govaresh 9 (1), 22-26, 2004"
1129,Reza Malekzadeh M.D,Antibiotic resistance pattern of Helicobacter pylori (HP) in Iran.,"R Malekzadeh, A Pourkhageh, F Siavoshi, M Khatibian, H Vahedi, ...",1999,"Gastroenterology 116 (4), A244-A244, 1999"
1130,Reza Malekzadeh M.D,Randomized controlled trial comparing two weeks modified quadruple (OME+ CBS+ TET+ CLA) to two and three weeks ranitidine plus triple (CBS+ TET+ MET) therapy for H-pylori (Hp …,"R Malekzadeh, R Sotudehmanesh, F Siavoshi, BZ Alizadeh, ...",1998,"Gastroenterology 114 (4), A212-A212, 1998"
1131,Reza Malekzadeh M.D,Effectiveness of 10 days omeprazole+ clarithromycin+ tindidazole (Oct) in patients who previously failed metronidazole-based therapy,"M Khatibian, HA Soleimani, J Mikaeli, R Malekzadeh, S Massarrat",1998,"Gastroenterology, A174, 1998"
1132,Reza Malekzadeh M.D,Microenteropathy; the entity of the new millennium. Over view of the second Asian symposium on celiac disease,"K Rostami, B Shahbazchani, R Malekzadeh",null,"October 18 (21), 29-31, 0"
1133,Reza Malekzadeh M.D,Design and methodological considerations for biomarker discovery and validation in the Integrative Analysis of Lung Cancer Etiology and Risk (INTEGRAL) Program,"HA Robbins, K Alcala, EK Moez, F Guida, S Thomas, H Zahed, ...",2023,"Annals of epidemiology 77, 1-12, 2023"
1134,Reza Malekzadeh M.D,"Meat consumption and risk of esophageal and gastric cancer in the Golestan Cohort Study, Iran","G Collatuzzo, A Etemadi, M Sotoudeh, A Nikmanesh, H Poustchi, ...",2022,"International Journal of Cancer 151 (7), 1005-1012, 2022"
1135,Reza Malekzadeh M.D,Cost-effectiveness of fixed-dose combination pill (Polypill) in primary and secondary prevention of cardiovascular disease: A systematic literature review,"R Jahangiri, A Rezapour, R Malekzadeh, A Olyaeemanesh, G Roshandel, ...",2022,"Plos one 17 (7), e0271908, 2022"
1136,Reza Malekzadeh M.D,Polypill for prevention of cardiovascular diseases with focus on non-alcoholic steatohepatitis: the PolyIran-Liver trial,"S Merat, E Jafari, AR Radmard, M Khoshnia, M Sharafkhah, ...",2022,"European heart journal 43 (21), 2023-2033, 2022"
1137,Reza Malekzadeh M.D,Seroprevalence of SARS-CoV-2 antibody among urban Iranian population: findings from the second large population-based cross-sectional study,"M Zamani, H Poustchi, Z Mohammadi, S Dalvand, M Sharafkhah, ...",2022,"BMC Public Health 22 (1), 1031, 2022"
1138,Reza Malekzadeh M.D,Trastuzumab conjugated PEG – Fe3O4@Au nanoparticle as an MRI biocompatible nano-contrast agent,"R Malekzadeh, B Babaye Abdollahi, M Ghorbani, J Pirayesh Islamian, ...",2022,"International Journal of Polymeric Materials and Polymeric Biomaterials, 1-12, 2022"
1139,Reza Malekzadeh M.D,Prediction of cardiovascular disease mortality in a middle eastern country: performance of the Globorisk and score functions in four population-based cohort studies of Iran,"N Fahimfar, A Fotouhi, MA Mansournia, R Malekzadeh, N Sarrafzadegan, ...",2022,"International Journal of Health Policy and Management 11 (2), 210, 2022"
1140,Reza Malekzadeh M.D,Synthesis and characterization of actively HER-2 Targeted Fe3O4@ Au nanoparticles for molecular radiosensitization of breast cancer,"BB Abdollahi, M Ghorbani, H Hamishehkar, R Malekzadeh, A Farajollahi",2022,"Bioimpacts 13 (1), 17-29, 2022"
1141,Reza Malekzadeh M.D,Outcomes of COVID-19 in patients with inflammatory bowel disease: comparison with household members and the role of IBD medications,"AR Sima, B Saberzadeh-Ardestani, H Vahedi, H Fakheri, ...",2022,"Archives of Iranian Medicine 25 (1), 17-25, 2022"
1142,Reza Malekzadeh M.D,Identifying the Profile of Helicobacter pylori–Negative Gastric Cancers: A Case-Only Analysis within the Stomach Cancer Pooling (StoP) Project,"S Morais, B Peleteiro, N Araújo, R Malekzadeh, W Ye, A Plymoth, ...",2022,"Cancer Epidemiology, Biomarkers & Prevention 31 (1), 200-209, 2022"
1143,Reza Malekzadeh M.D,Comparison of fecal and oral collection methods for studies of the human microbiota in two Iranian cohorts,"Z Wu, AG Hullings, R Ghanbari, A Etemadi, Y Wan, B Zhu, H Poustchi, ...",2021,"BMC microbiology 21, 1-11, 2021"
1144,Reza Malekzadeh M.D,Cigarette Smoking and Opium Use in Relation to the Oral Microbiota in Iran,"Z Wu, Y Han, JG Caporaso, N Bokulich, A Mohamadkhani, ...",2021,"Microbiology spectrum 9 (2), e00138-21, 2021"
1145,Reza Malekzadeh M.D,Single‐pill sofosbuvir and daclatasvir for treating hepatis C in patients co‐infected with human immunodeficiency virus,"SA Dehghan Manshadi, S Merat, M Mohraz, M Rasoolinejad, S Sali, ...",2021,"International Journal of Clinical Practice 75 (8), e14304, 2021"
1146,Reza Malekzadeh M.D,Family history and gastric cancer risk: A pooled investigation in the stomach cancer pooling (STOP) project consortium,"F Vitelli-Storelli, M Rubín-García, C Pelucchi, Y Benavente, R Bonzi, ...",2021,"Cancers 13 (15), 3844, 2021"
1147,Reza Malekzadeh M.D,Associations between biomarkers of exposure and lung cancer risk among exclusive cigarette smokers in the golestan cohort study,"BL Rostron, J Wang, A Etemadi, S Thakur, JT Chang, D Bhandari, ...",2021,"International journal of environmental research and public health 18 (14), 7349, 2021"
1148,Reza Malekzadeh M.D,TP53 Targeted Deep Sequencing of Cell-Free DNA in Esophageal Squamous Cell Carcinoma Using Low-Quality Serum: Concordance with Tumor Mutation,"D Nasrollahzadeh, G Roshandel, TM Delhomme, PH Avogbe, M Foll, ...",2021,"International Journal of Molecular Sciences 22 (11), 5627, 2021"
1149,Reza Malekzadeh M.D,Upper normal limit of serum alanine aminotransferase and its association with metabolic risk factors in pars cohort study,"F Sehatpour, A Salehi, HM Vardanjani, H Poustchi, A Gandomkar, ...",2020,"Middle East Journal of Digestive Diseases 12 (1), 19, 2020"
1150,Reza Malekzadeh M.D,Efficacy of Anti-TNF Therapy for the Treatment of Patients with Moderate-to-Severe Inflammatory Bowel Disease; a First Iranian Report,"SM Darehranj, S Alatab, H Vahedi, A Sadeghi, A Sima, M Malekzadeh, ...",2020,"Middle East Journal of Digestive Diseases 12 (1), 12, 2020"
1151,Reza Malekzadeh M.D,Celiac crisis in a young woman: Raising awareness of a life-threatening condition,"M Jameshorani, A Pourshams, A Sadeghi, H Saffar, R Malekzadeh",2019,"Middle East Journal of Digestive Diseases 11 (4), 230, 2019"
1152,Reza Malekzadeh M.D,"Employment Cost Index, Historical Listing–Volume V: Continuous Occupational and Industry Series: September 1975-December 2017. Table 4: employment cost index for total…","EJ Benjamin, P Muntner, A Alonso, MS Bittencourt, CW Callaway, ...",2019,"RTI International, 2019"
1153,Reza Malekzadeh M.D,Underestimation of cancer incidence in Iran and necessity for establishing population‐based cancer registries,"K Zendehdel, E Mohebbi, R Malekzadeh",2018,"European journal of cancer care 27 (1), e12754, 2018"
1154,Reza Malekzadeh M.D,Efficacy of locally manufactured sofosbuvir and daclatasvir (Sovodak) in combination with ribavirin in treating patients with chronic hepatitis c and cirrhosis in Iran …,"AH Sharifi, A Haj-Sheykholeslami, H Poustchi, R Golzari, S Merat, ...",2016,"Govaresh 21 (2), 93-97, 2016"
1155,Reza Malekzadeh M.D,"Su1046 Risk Awareness, and Cancer Knowledge in First Degree Relatives of Patients With Colon Cancer","H Salimzadeh, A Delavari, A Majidi, F Bishehsari, R Malekzadeh",2016,"Gastroenterology 150 (4), S455, 2016"
1156,Reza Malekzadeh M.D,Central obesity and liver iron content: a noninvasive assessment in general population by magnetic resonance imaging,"AR Radmard, H Poustchi, APH Taheri, MG Seresht, P Mohammadinejad, ...",2016,"Annals of Nutrition and Metabolism 69 (3-4), 181-189, 2016"
1157,Reza Malekzadeh M.D,ASSOCIATION OF THE HEPATITIS B VIRAL GENOME AND LONGITUDINAL CHANGES IN HBV LEVEL IN HBEAG NEGATIVE INDIVIDUALS: RESULTS FROM A COHORT STUDY IN NORTHERN IRAN,"S Besharat, H POUSTCHI, A MOHAMADKHANI, A KATOONIZADEH, ...",2015,"HEPATITIS MONTHLY 15 (2), 0-0, 2015"
1158,Reza Malekzadeh M.D,Diet Therapy in Irritable Bowel Syndrome; A review.,"M Hashemian, FM Nasrabadi, A Hekmatdoost, H Poustchi, R Malekzadeh",2014,"Iranian Journal of Gastroenterology & Hepatology (GOVARESH) 19 (3), 2014"
1159,Reza Malekzadeh M.D,Surface protein mutations in chronic hepatitis B patients who received hepatitis B vaccine therapy,"M Daram, G Montazeri, H Karimzadeh, R Malekzadeh, M Mahmoodi, ...",2014,"Iranian Journal of Basic Medical Sciences 17 (9), 638, 2014"
1160,Reza Malekzadeh M.D,Approach to chronic constipation,"F Malekzadeh, R Ansari, R Malekzadeh",2014,"Govaresh 19 (1), 7-13, 2014"
1161,Reza Malekzadeh M.D,Effect of helicobacter pylori eradication on different subtypes of gastric cancer: perspective from a middle eastern country,R Malekzadeh,2014,"Helicobacter pylori Eradication as Strategy for Preventing Gastric Cancer 8 …, 2014"
1162,Reza Malekzadeh M.D,Clinical significance of precore and core promoter mutations in genotype D hepatitis B-related chronic liver disease,"A Mohamadkhani, H Poustchi, G Montazeri, A Estakhri, R Malekzadeh",2012,"Govaresh 12 (1), 36-42, 2012"
1163,Reza Malekzadeh M.D,Abstract P042: Use of Biomass Fuels for Cooking and Heating is Associated with Increased Non-communicable Disease Mortality: Golestan Cohort Study,"SS Mitter, F Islami, A Pourshams, H Khademi, F Kamangar, CC Abnet, ...",2012,"Circulation 125 (suppl_10), AP042-AP042, 2012"
1164,Reza Malekzadeh M.D,Clinical challenge in hepatology,"A Norouzi, SG Sepanlou, S Tavassoli, R Malekzadeh",2011,"Middle East Journal of Digestive Diseases 3 (2), 138, 2011"
1165,Reza Malekzadeh M.D,Evolutionary dynamics of Helicobacter pylori cagA and vacA genes in Iran and their association with clinical outcomes.,"S Latifi-Navid, F Siavoshi, H Fakheri, A Sharifian, H Nobakht, ...",2011,"Govaresh 15 (4), 283-292, 2011"
1166,Reza Malekzadeh M.D,Bone marrow-derived mesenchymal stem cell transplantation to enhance the anti-fibrotic effect of pioglitazone in hepatic fibrosis,"M Mohamadnejad, MA Sohail, ES Swenson, Y Popov, DY Sverdlov, ...",2009,"Hepatology 50 (4), 811A-811A, 2009"
1167,Reza Malekzadeh M.D,Interferon resistance of hepatitis C virus genotypes 1a/1b: relationship to structural E2 gene quasispecies mutations,"DM HONAR, F Sabahi, BOS AMINI, F Behzadian, SH MERAT, ...",2008,"IRANIAN JOURNAL OF BIOTECHNOLOGY 6 (1), 36-44, 2008"
1168,Reza Malekzadeh M.D,Change or perish,"R Malekzadeh, F HABIBZADEH",2008,"ARCHIVES OF IRANIAN MEDICINE 11 (4), 360-360, 2008"
1169,Reza Malekzadeh M.D,Phase 1 Human Trial of Autologous Mesenchymal Stem Cell Transplantation for the Treatment of Decompensated Cirrhosis.,"K Alimoghaddam, M Mohamadnejad, M Bagheri, M Bashtar, H Ghannati, ...",2007,"Blood, The Journal of the American Society of Hematology 110 (11), 4864-4864, 2007"
1170,Reza Malekzadeh M.D,Antimicrobial effectiveness of ketoconazole against metronidazole-resistant Helicobacter pylori isolates from Iranian dyspeptic patients,"S Latifi-Navid, F Siavoshi, F Safari, R Malekzadeh, S Massarrat",2007,"Journal of antimicrobial chemotherapy 59 (1), 160-161, 2007"
1171,Reza Malekzadeh M.D,The first experience of stem cell labeling in Iran using 111In-Oxine,"A Gholamrezanezhad, M Bagheri, M Mohammadnezhad, S Mirpour, ...",2007,"Iranian Journal of Nuclear Medicine 15 (28), 61+ 25-27, 2007"
1172,Reza Malekzadeh M.D,"Prevalence, risk factors and intrafamilial spreading of hepatitis B virus in gonbad, iran","A Pourshams, R Malekzadeh, J Nasiri",2006,"Journal of Gastroenterology and Hepatology 21, A100-A100, 2006"
1173,Reza Malekzadeh M.D,The effect of amitriptyline in patients with pain and diarrhea predominant irritable Bowel Syndrome: a double-blind randomized controlled study,"H Vahedi, AP Meysamie, AR Naderi, G Olfati, N GhaffariMarandi, ...",2006,"Govaresh 11 (3), 139-144, 2006"
1174,Reza Malekzadeh M.D,High prevalence of celiac disease in apparently healthy Iranian blood donores,"B Shahbazkhani, R Malekzadeh, M Sotoudeh",2003,"European Journal of Gastroenterology & Hepatology 15 (3), 1-4, 2003"
1175,Reza Malekzadeh M.D,Hepatitis C in Hemophiliac patients,"SM Alavian, B Hajarizadeh, R Malekzadeh",2003,"Govaresh 8 (4), 163-171, 2003"
1176,Reza Malekzadeh M.D,A PROSPECTIVE STUDY OF THE CLINICAL AND PARACLINICAL FEATURES OF WILSON,"R Ansari, R Malekzadeh, DN EBRAHIMI, MR SOHRABI, MJ MIRDAMADI, ...",2000,"ARCHIVES OF IRANIAN MEDICINE 3 (3), 0-0, 2000"
1177,Reza Malekzadeh M.D,The viability of H-pylori (HP) in the water environments over one year,"F NouraliAhari, F Siavoshi, A Sarrafnejad, R Malekzadeh, S Massarrat",1996,"GASTROENTEROLOGY 110 (4), A980-A980, 1996"
1178,Reza Malekzadeh M.D,Prevalence and prognostic implications of hepatitis delta [D] virus infection in asymptomatic hepatitis B surface antigen carriers in Iran,R Malekzadeh,1989,"IJMS-Iranian Journal of Medical Sciences 14 (2), 33-8, 1989"
1179,Reza Malekzadeh M.D,Opium use and risk of lung cancer: A multicenter case‐control study in Iran,"H Rashidian, M Hadji, M Gholipour, A Naghibzadeh‐Tahami, M Marzban, ...",2023,"International journal of cancer 152 (2), 203-213, 2023"
1180,Reza Malekzadeh M.D,"Assessing performance of the Healthcare Access and Quality Index, overall and by select age groups, for 204 countries and territories, 1990–2019: a systematic analysis from the …","A Haakenstad, JA Yearwood, N Fullman, C Bintz, K Bienhoff, MR Weaver, ...",2022,"The Lancet Global Health 10 (12), e1715-e1743, 2022"
